,chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,contain nanog motif
270,chr11,36286209,36286346,Nanog_256_peak_1509,135,.,10.11053,17.31365,13.51799,56,False
271,chr11,36510408,36510564,Nanog_256_peak_1514,134,.,10.22002,17.25714,13.464279999999999,59,True
272,chr11,36768665,36769017,Nanog_256_peak_1516,137,.,10.24821,17.56332,13.75465,101,False
273,chr11,37997474,37997703,Nanog_256_peak_1519,168,.,11.68839,20.84542,16.87221,180,True
274,chr11,38144683,38144886,Nanog_256_peak_1522,266,.,15.040920000000002,31.058359999999997,26.65383,114,False
275,chr11,39847536,39847798,Nanog_256_peak_1532,144,.,10.27055,18.33768,14.48715,83,False
276,chr11,40727849,40728023,Nanog_256_peak_1538,160,.,11.19389,19.94578,16.01577,65,False
277,chr11,42255237,42255454,Nanog_256_peak_1556,174,.,11.55185,21.40616,17.40503,134,True
278,chr11,42643153,42643350,Nanog_256_peak_1561,183,.,11.86715,22.415670000000002,18.3663,111,False
279,chr11,43224778,43225014,Nanog_256_peak_1569,164,.,11.58269,20.35321,16.402079999999998,185,False
280,chr11,44226788,44226949,Nanog_256_peak_1575,165,.,11.52923,20.55229,16.59233,111,False
281,chr11,44503547,44503695,Nanog_256_peak_1577,177,.,12.19338,21.80175,17.78177,107,False
282,chr12,52188,52494,Nanog_256_peak_1587,149,.,10.268180000000001,18.77295,14.900820000000001,152,True
283,chr12,290303,290674,Nanog_256_peak_1592,284,.,11.38672,32.968779999999995,28.494770000000003,286,True
284,chr12,3199248,3199358,Nanog_256_peak_1628,191,.,12.79707,23.260720000000003,19.17543,68,False
285,chr12,3206344,3206561,Nanog_256_peak_1629,232,.,10.821769999999999,27.51803,23.25541,180,False
286,chr12,3207405,3207701,Nanog_256_peak_1630,243,.,11.087860000000001,28.6238,24.31605,226,False
287,chr12,3800076,3800299,Nanog_256_peak_1637,160,.,10.39371,19.94629,16.01602,70,True
288,chr12,3864775,3864936,Nanog_256_peak_1639,207,.,13.50929,24.95155,20.79464,55,False
289,chr12,5716200,5716538,Nanog_256_peak_1652,283,.,11.9932,32.86169,28.39119,134,True
290,chr12,6704967,6705210,Nanog_256_peak_1672,297,.,14.69408,34.31371,29.79007,142,True
291,chr12,6805947,6806191,Nanog_256_peak_1675,144,.,10.48881,18.325570000000003,14.475420000000002,190,False
292,chr12,8140616,8140905,Nanog_256_peak_1681,197,.,10.41667,23.824820000000003,19.71205,148,True
293,chr12,8145027,8145217,Nanog_256_peak_1682,243,.,11.460980000000001,28.688090000000003,24.37704,41,False
294,chr12,8822543,8822664,Nanog_256_peak_1686,233,.,13.66779,27.57126,23.30612,67,False
295,chr12,8944167,8944348,Nanog_256_peak_1688,297,.,13.47814,34.24912,29.72723,91,True
296,chr12,9013396,9013724,Nanog_256_peak_1692,181,.,11.75418,22.22335,18.18319,183,False
297,chr12,9437092,9437349,Nanog_256_peak_1696,453,.,18.456020000000002,50.37583,45.360640000000004,177,True
298,chr12,9471612,9471778,Nanog_256_peak_1698,168,.,10.89827,20.78444,16.81392,84,False
299,chr12,10063312,10063514,Nanog_256_peak_1700,172,.,11.72278,21.275270000000003,17.28049,134,False
300,chr12,11080614,11080761,Nanog_256_peak_1713,155,.,10.3793,19.42835,15.5247,59,False
301,chr12,12060222,12060436,Nanog_256_peak_1721,288,.,17.04326,33.30236,28.81725,49,False
302,chr12,12219756,12219963,Nanog_256_peak_1725,159,.,11.16437,19.89305,15.965689999999999,118,False
303,chr12,12358663,12358860,Nanog_256_peak_1728,299,.,14.77801,34.45584,29.9262,75,True
304,chr12,13151918,13152103,Nanog_256_peak_1733,220,.,12.91713,26.30589,22.09049,117,True
305,chr12,13728870,13729299,Nanog_256_peak_1738,736,.,16.810579999999998,79.30743000000001,73.65172,280,True
306,chr12,14212421,14212569,Nanog_256_peak_1740,168,.,10.94658,20.86497,16.89079,62,False
307,chr12,14390819,14391022,Nanog_256_peak_1745,237,.,14.733270000000001,28.00869,23.7255,82,False
308,chr12,15265972,15266061,Nanog_256_peak_1749,193,.,13.03973,23.47382,19.37829,38,False
309,chr12,16283940,16284049,Nanog_256_peak_1754,150,.,10.33945,18.89242,15.014370000000001,67,False
310,chr12,16433218,16433327,Nanog_256_peak_1756,169,.,11.30204,20.97896,16.99971,62,True
311,chr12,17067063,17067280,Nanog_256_peak_1760,307,.,15.67312,35.290729999999996,30.730659999999997,73,False
312,chr12,17754774,17754951,Nanog_256_peak_1769,225,.,13.827979999999998,26.78916,22.55489,96,False
313,chr12,18886837,18887000,Nanog_256_peak_1776,164,.,10.93423,20.35642,16.40483,92,True
314,chr12,20329726,20329911,Nanog_256_peak_1792,157,.,10.4951,19.62111,15.70761,110,False
315,chr12,20743549,20743723,Nanog_256_peak_1796,377,.,18.35867,42.5996,37.79084,108,True
316,chr12,20907535,20907690,Nanog_256_peak_1798,159,.,10.92062,19.87657,15.95021,92,True
317,chr12,21262033,21262259,Nanog_256_peak_1800,164,.,11.58269,20.35321,16.402079999999998,153,False
318,chr12,22604263,22604499,Nanog_256_peak_1809,141,.,10.476460000000001,17.98388,14.15346,115,True
319,chr12,23261491,23261831,Nanog_256_peak_1814,310,.,15.871429999999998,35.62458,31.053690000000003,149,False
320,chr12,23420681,23421064,Nanog_256_peak_1818,631,.,14.838,68.56918,63.12911,152,False
321,chr12,23437825,23438182,Nanog_256_peak_1821,228,.,11.94087,27.05312,22.80857,290,False
322,chr12,23731394,23731664,Nanog_256_peak_1824,229,.,13.116829999999998,27.219070000000002,22.96895,173,True
323,chr12,23754920,23755117,Nanog_256_peak_1825,152,.,10.460469999999999,19.0958,15.20754,69,False
324,chr12,24059628,24059836,Nanog_256_peak_1827,155,.,10.11693,19.48806,15.580810000000001,70,True
325,chr12,24343125,24343563,Nanog_256_peak_1833,236,.,10.73076,27.955029999999997,23.67425,278,False
326,chr12,25040916,25041210,Nanog_256_peak_1837,225,.,12.8684,26.80347,22.56847,113,True
327,chr12,25482849,25483055,Nanog_256_peak_1843,137,.,10.066289999999999,17.58566,13.77565,65,False
328,chr12,25813375,25813640,Nanog_256_peak_1853,184,.,10.95626,22.47084,18.41839,144,False
329,chr12,27118264,27118448,Nanog_256_peak_1867,170,.,10.70837,20.98164,17.001839999999998,44,True
330,chr12,27285483,27285759,Nanog_256_peak_1874,272,.,14.33531,31.727220000000003,27.29825,84,False
331,chr12,27553085,27553476,Nanog_256_peak_1879,426,.,15.2485,47.565670000000004,42.62317,156,False
332,chr12,27925796,27925939,Nanog_256_peak_1881,158,.,11.07674,19.7371,15.818029999999998,76,True
333,chr12,28822011,28822329,Nanog_256_peak_1894,319,.,13.98209,36.5164,31.91163,150,False
334,chr12,28886724,28886999,Nanog_256_peak_1897,258,.,13.06166,30.22113,25.84757,179,False
335,chr12,29055179,29055393,Nanog_256_peak_1903,246,.,13.461670000000002,29.001079999999998,24.67664,130,False
336,chr12,29234688,29234917,Nanog_256_peak_1906,280,.,12.16743,32.5377,28.079390000000004,99,False
337,chr12,29236053,29236264,Nanog_256_peak_1907,354,.,14.08146,40.213570000000004,35.48242,131,True
338,chr12,29590657,29591230,Nanog_256_peak_1910,193,.,11.19547,23.4306,19.33756,93,True
339,chr12,30060750,30060884,Nanog_256_peak_1917,202,.,12.70704,24.34394,20.21162,48,False
340,chr12,30158435,30158645,Nanog_256_peak_1918,141,.,10.2732,17.94564,14.117170000000002,157,False
341,chr12,31739259,31739560,Nanog_256_peak_1929,178,.,11.24357,21.871010000000002,17.84763,134,False
342,chr12,32486182,32486480,Nanog_256_peak_1938,219,.,12.83255,26.16416,21.95508,92,True
343,chr12,34731075,34731398,Nanog_256_peak_1957,362,.,12.73893,41.04699,36.286120000000004,120,False
344,chr12,35885381,35885481,Nanog_256_peak_1969,170,.,11.92825,21.03947,17.05595,59,False
345,chr12,37446915,37447305,Nanog_256_peak_1981,520,.,19.14197,57.25786,52.05299,136,False
346,chr12,37678188,37678370,Nanog_256_peak_1983,162,.,11.51597,20.22366,16.27935,108,False
347,chr12,38462113,38462424,Nanog_256_peak_1984,229,.,13.41826,27.148909999999997,22.90113,163,True
348,chr12,38508660,38508931,Nanog_256_peak_1986,213,.,12.45208,25.52789,21.34459,109,True
349,chr12,38815513,38815679,Nanog_256_peak_1990,181,.,12.4078,22.22169,18.18192,56,True
350,chr12,43442550,43442833,Nanog_256_peak_2026,265,.,14.62786,30.95869,26.55762,161,False
351,chr12,43656539,43656754,Nanog_256_peak_2030,310,.,17.00069,35.63073,31.05961,126,False
352,chr12,44361665,44362070,Nanog_256_peak_2035,372,.,17.5731,41.9945,37.2049,276,False
353,chr12,44637015,44637255,Nanog_256_peak_2036,170,.,11.92825,21.03947,17.05595,75,True
354,chr12,44707920,44708093,Nanog_256_peak_2038,271,.,16.33313,31.5327,27.10988,90,False
355,chr12,46650949,46651379,Nanog_256_peak_2053,302,.,14.56045,34.76573,30.22621,252,True
356,chr12,47132888,47133008,Nanog_256_peak_2058,131,.,10.12534,16.93586,13.159510000000001,62,True
357,chr12,47651143,47651409,Nanog_256_peak_2065,402,.,17.68702,45.16535,40.28097,161,False
358,chr12,47660408,47660820,Nanog_256_peak_2066,758,.,20.191470000000002,81.52292,75.83085,221,False
359,chr12,47670435,47670806,Nanog_256_peak_2067,339,.,11.07098,38.67485,33.99334,207,False
360,chr12,47674877,47675214,Nanog_256_peak_2068,470,.,14.243829999999999,52.14695,47.08099,130,False
361,chr12,48152766,48153197,Nanog_256_peak_2073,180,.,10.40313,22.09858,18.06355,224,False
362,chr12,48197464,48197941,Nanog_256_peak_2076,294,.,12.602,34.0051,29.49335,200,False
363,chr12,48339843,48340092,Nanog_256_peak_2080,224,.,13.14821,26.69388,22.46388,168,False
364,chr12,48644352,48644442,Nanog_256_peak_2084,167,.,11.6242,20.726760000000002,16.75989,49,False
365,chr13,186462,186704,Nanog_256_peak_2096,263,.,15.758560000000001,30.76697,26.371609999999997,66,False
366,chr13,252397,252497,Nanog_256_peak_2098,136,.,10.192689999999999,17.4623,13.65875,35,False
367,chr13,1026993,1027181,Nanog_256_peak_2112,228,.,11.63941,27.14743,22.89977,140,False
368,chr13,1100557,1100788,Nanog_256_peak_2114,165,.,10.70922,20.469820000000002,16.51395,90,False
369,chr13,1181549,1181831,Nanog_256_peak_2118,367,.,15.19244,41.53738,36.76251,98,False
370,chr13,1503513,1503768,Nanog_256_peak_2124,149,.,10.52592,18.77485,14.9024,161,False
371,chr13,1951086,1951826,Nanog_256_peak_2128,339,.,11.307310000000001,38.5799,33.90108,572,True
372,chr13,3022881,3023156,Nanog_256_peak_2142,231,.,10.42304,27.37081,23.11404,183,False
373,chr13,3153551,3153987,Nanog_256_peak_2147,426,.,12.900260000000001,47.63728,42.69227,264,False
374,chr13,3158914,3159236,Nanog_256_peak_2149,333,.,11.92554,37.98053,33.3218,137,False
375,chr13,3878749,3879057,Nanog_256_peak_2157,162,.,10.80861,20.14528,16.205479999999998,118,False
376,chr13,4034614,4034824,Nanog_256_peak_2158,133,.,10.131960000000001,17.08704,13.30301,44,False
377,chr13,4667628,4667733,Nanog_256_peak_2163,157,.,11.22499,19.668689999999998,15.753029999999999,20,False
378,chr13,5488894,5489266,Nanog_256_peak_2165,183,.,11.54461,22.373520000000003,18.32611,285,False
379,chr13,5902013,5902271,Nanog_256_peak_2167,430,.,18.02252,48.05008,43.09532,106,True
380,chr13,5935407,5935862,Nanog_256_peak_2168,254,.,13.18353,29.788320000000002,25.433429999999998,264,False
381,chr13,6176627,6176846,Nanog_256_peak_2170,155,.,11.13124,19.4931,15.585510000000001,163,True
382,chr13,7025280,7025601,Nanog_256_peak_2172,231,.,12.87562,27.410629999999998,23.1524,231,False
383,chr13,8613691,8613846,Nanog_256_peak_2184,141,.,10.580860000000001,17.939770000000003,14.11193,58,True
384,chr13,9332295,9332393,Nanog_256_peak_2188,167,.,11.78758,20.756870000000003,16.78775,53,False
385,chr13,9357453,9357603,Nanog_256_peak_2189,245,.,14.73044,28.8827,24.56271,61,False
386,chr13,9362981,9363250,Nanog_256_peak_2190,612,.,22.48582,66.65563,61.24654,121,True
387,chr13,10093854,10094180,Nanog_256_peak_2194,328,.,16.14825,37.45547,32.81762,244,True
388,chr13,10254591,10254742,Nanog_256_peak_2197,178,.,10.58639,21.853289999999998,17.83062,51,False
389,chr13,11480669,11481103,Nanog_256_peak_2203,187,.,11.48022,22.79541,18.72893,267,False
390,chr13,11756045,11756233,Nanog_256_peak_2206,208,.,13.092889999999999,25.01376,20.85374,63,True
391,chr13,12160149,12160262,Nanog_256_peak_2207,164,.,11.4358,20.38185,16.42943,39,True
392,chr13,12695923,12696537,Nanog_256_peak_2210,217,.,11.27002,25.8997,21.701,116,False
393,chr13,12931396,12931657,Nanog_256_peak_2212,275,.,14.885760000000001,32.01468,27.57473,128,False
394,chr13,13029762,13030013,Nanog_256_peak_2214,338,.,14.718470000000002,38.528659999999995,33.8526,133,True
395,chr13,13944995,13945166,Nanog_256_peak_2216,204,.,12.57437,24.62915,20.48551,75,False
396,chr13,14936450,14936742,Nanog_256_peak_2226,453,.,18.02691,50.41044,45.39455,176,False
397,chr13,14941697,14941954,Nanog_256_peak_2227,203,.,10.79224,24.47893,20.341520000000003,146,False
398,chr13,14969667,14969978,Nanog_256_peak_2229,676,.,14.34697,73.20642,67.66609,121,False
399,chr13,14975831,14976058,Nanog_256_peak_2231,357,.,11.87599,40.5226,35.781259999999996,125,True
400,chr13,14982353,14982921,Nanog_256_peak_2232,401,.,13.31954,45.06728,40.18461,441,True
401,chr13,15166463,15166706,Nanog_256_peak_2240,192,.,11.152989999999999,23.35952,19.26951,77,True
402,chr13,15221017,15221358,Nanog_256_peak_2241,257,.,12.60248,30.07463,25.70709,98,True
403,chr13,15498910,15499025,Nanog_256_peak_2242,210,.,13.806770000000002,25.24703,21.0753,72,False
404,chr13,15581749,15581856,Nanog_256_peak_2243,138,.,10.117230000000001,17.67389,13.8592,53,False
405,chr13,15864689,15864967,Nanog_256_peak_2247,158,.,10.58961,19.778760000000002,15.85793,75,False
406,chr13,16191452,16191635,Nanog_256_peak_2251,213,.,10.0725,25.52479,21.34196,112,False
407,chr13,16466294,16466458,Nanog_256_peak_2257,144,.,10.65443,18.31811,14.468329999999998,35,False
408,chr13,16489223,16489608,Nanog_256_peak_2258,516,.,19.37589,56.85748,51.66093,244,False
409,chr13,17012572,17013243,Nanog_256_peak_2262,235,.,12.419210000000001,27.86679,23.590320000000002,501,True
410,chr13,17466364,17466723,Nanog_256_peak_2268,551,.,17.81314,60.465309999999995,55.18781,149,False
411,chr13,18221672,18222001,Nanog_256_peak_2274,289,.,13.4243,33.479859999999995,28.987059999999996,247,False
412,chr13,19523571,19523662,Nanog_256_peak_2284,144,.,10.48881,18.325570000000003,14.475420000000002,49,True
413,chr13,19737786,19738082,Nanog_256_peak_2287,234,.,12.7083,27.73804,23.46706,177,False
414,chr13,20357500,20357831,Nanog_256_peak_2296,376,.,16.52804,42.419979999999995,37.61788,100,False
415,chr13,20375516,20375695,Nanog_256_peak_2297,165,.,11.65019,20.4852,16.52892,121,False
416,chr13,20907775,20908013,Nanog_256_peak_2301,206,.,12.01935,24.805889999999998,20.65527,175,True
417,chr13,20979946,20980226,Nanog_256_peak_2302,391,.,17.44764,44.000890000000005,39.14969,131,True
418,chr13,22295357,22295604,Nanog_256_peak_2319,248,.,12.800839999999999,29.1399,24.81005,134,True
419,chr13,22557156,22557481,Nanog_256_peak_2321,171,.,10.82034,21.16743,17.1779,273,False
420,chr13,22660418,22660662,Nanog_256_peak_2324,169,.,10.0403,20.936629999999997,16.95937,123,False
421,chr13,22661789,22662042,Nanog_256_peak_2325,235,.,12.37415,27.790390000000002,23.517310000000002,172,True
422,chr13,22961512,22961644,Nanog_256_peak_2326,224,.,13.757639999999999,26.66545,22.43688,81,False
423,chr13,23026286,23026544,Nanog_256_peak_2327,164,.,10.662980000000001,20.392979999999998,16.44005,99,False
424,chr13,23090052,23090148,Nanog_256_peak_2328,158,.,11.25659,19.72822,15.80971,33,True
425,chr13,24661315,24661485,Nanog_256_peak_2346,402,.,16.82191,45.18267,40.29806,59,True
426,chr13,24832278,24832487,Nanog_256_peak_2351,142,.,10.37988,18.13298,14.294170000000001,66,True
427,chr13,25549245,25549382,Nanog_256_peak_2362,164,.,11.25056,20.44521,16.49016,72,False
428,chr13,26035324,26035613,Nanog_256_peak_2368,261,.,13.27571,30.58551,26.19766,122,False
429,chr13,26372839,26373123,Nanog_256_peak_2372,200,.,10.63537,24.20655,20.078689999999998,197,False
430,chr13,27094750,27095112,Nanog_256_peak_2380,239,.,12.24543,28.192490000000003,23.902479999999997,130,True
431,chr13,27116270,27116508,Nanog_256_peak_2382,179,.,10.968119999999999,21.944,17.91698,155,False
432,chr13,27785203,27785334,Nanog_256_peak_2387,268,.,14.444410000000001,31.272790000000004,26.85953,68,False
433,chr13,27822573,27822885,Nanog_256_peak_2389,192,.,11.46825,23.323539999999998,19.23571,199,True
434,chr13,27851605,27851717,Nanog_256_peak_2391,239,.,14.86021,28.253740000000004,23.96079,36,False
435,chr13,27925652,27925833,Nanog_256_peak_2393,159,.,10.94737,19.92238,15.993310000000001,59,False
436,chr13,27986648,27986914,Nanog_256_peak_2395,254,.,13.554529999999998,29.77985,25.425420000000003,137,False
437,chr13,28293439,28293554,Nanog_256_peak_2398,149,.,10.77138,18.832,14.95659,53,True
438,chr13,28494837,28495058,Nanog_256_peak_2402,222,.,11.6155,26.49574,22.27328,128,False
439,chr13,28528762,28529008,Nanog_256_peak_2403,183,.,12.14855,22.44474,18.39395,190,True
440,chr13,29014417,29014597,Nanog_256_peak_2410,163,.,10.90887,20.31375,16.365289999999998,115,True
441,chr13,29591962,29592142,Nanog_256_peak_2413,516,.,22.20639,56.81671,51.62113,102,True
442,chr13,30302407,30302543,Nanog_256_peak_2427,262,.,13.6688,30.606859999999998,26.21783,71,True
443,chr13,30804894,30805369,Nanog_256_peak_2429,569,.,15.37931,62.30001,56.98185,300,False
444,chr13,30814870,30815148,Nanog_256_peak_2431,369,.,16.15897,41.78006,36.99684,130,False
445,chr13,30914674,30914902,Nanog_256_peak_2437,240,.,12.67304,28.29631,24.00145,69,False
446,chr13,32145976,32146391,Nanog_256_peak_2449,512,.,14.512429999999998,56.464580000000005,51.28078,188,True
447,chr13,32739797,32740203,Nanog_256_peak_2457,192,.,11.46825,23.323539999999998,19.23571,160,True
448,chr13,33281730,33281901,Nanog_256_peak_2466,159,.,10.94737,19.92238,15.993310000000001,42,True
449,chr13,33487742,33487882,Nanog_256_peak_2467,233,.,11.532739999999999,27.576079999999997,23.31062,91,False
450,chr13,33820490,33820673,Nanog_256_peak_2474,196,.,11.39066,23.75694,19.64765,91,False
451,chr13,34009369,34009707,Nanog_256_peak_2477,162,.,10.8335,20.187070000000002,16.24521,81,False
452,chr13,34366562,34366769,Nanog_256_peak_2481,169,.,10.004710000000001,20.876620000000003,16.9021,112,True
453,chr13,35024738,35025066,Nanog_256_peak_2492,317,.,15.521370000000001,36.397040000000004,31.79822,253,True
454,chr13,35388859,35388989,Nanog_256_peak_2495,165,.,11.52923,20.55229,16.59233,17,False
455,chr13,35760929,35761148,Nanog_256_peak_2499,209,.,12.56608,25.1559,20.98858,82,False
456,chr13,35892174,35892330,Nanog_256_peak_2500,192,.,12.112119999999999,23.328210000000002,19.23974,63,True
457,chr13,35908209,35908470,Nanog_256_peak_2502,321,.,14.114579999999998,36.752559999999995,32.138659999999994,192,True
458,chr13,36028367,36028794,Nanog_256_peak_2506,404,.,16.93458,45.38068,40.49025,348,False
459,chr13,36536504,36536754,Nanog_256_peak_2510,218,.,12.04523,26.019470000000002,21.81619,189,False
460,chr13,36920028,36920205,Nanog_256_peak_2513,207,.,11.355939999999999,24.85698,20.70401,88,False
461,chr13,36939777,36940062,Nanog_256_peak_2514,515,.,21.17278,56.69851,51.506679999999996,126,False
462,chr13,36957612,36957856,Nanog_256_peak_2515,416,.,16.74108,46.56292,41.6445,117,False
463,chr13,36962692,36963021,Nanog_256_peak_2516,302,.,14.163429999999998,34.76703,30.2273,177,False
464,chr13,37465577,37465666,Nanog_256_peak_2523,137,.,10.24821,17.56332,13.75465,35,False
465,chr13,39106908,39107239,Nanog_256_peak_2535,180,.,11.0578,22.09301,18.05835,154,False
466,chr13,39124376,39124558,Nanog_256_peak_2536,226,.,13.595120000000001,26.8991,22.659670000000002,80,False
467,chr13,39366625,39366942,Nanog_256_peak_2538,144,.,10.24569,18.29539,14.44846,178,False
468,chr13,40437345,40437537,Nanog_256_peak_2545,188,.,12.437660000000001,22.95909,18.88575,102,False
469,chr13,40686364,40686778,Nanog_256_peak_2552,214,.,12.8522,25.63701,21.44902,257,False
