chrom,start,end,Nanog_binding_status,replication_timing_pre_MBT
chr10,500000,600000,non binding,-1.1191799999999998
chr10,600000,700000,non binding,-1.2009299999999998
chr10,700000,800000,non binding,-1.43797
chr10,800000,900000,non binding,-1.60338
chr10,900000,1000000,non binding,-1.57349
chr10,1000000,1100000,non binding,-1.5373700000000001
chr10,1100000,1200000,non binding,-1.63163
chr10,1200000,1300000,non binding,-1.61239
chr10,1300000,1400000,non binding,-1.4231200000000002
chr10,1400000,1500000,non binding,-1.28693
chr10,1500000,1600000,non binding,-1.13835
chr10,1600000,1700000,non binding,-0.82585
chr10,1700000,1800000,dome new,-0.521037
chr10,1800000,1900000,non binding,-0.331787
chr10,1900000,2000000,256-cell,-0.340361
chr10,2000000,2100000,non binding,-0.735904
chr10,2100000,2200000,1k-cell new,-1.1883
chr10,2200000,2300000,non binding,-1.4521899999999999
chr10,2300000,2400000,non binding,-1.4619799999999998
chr10,2400000,2500000,256-cell,-1.00109
chr10,2500000,2600000,dome new,-0.358486
chr10,2600000,2700000,dome new,0.012014799999999999
chr10,2700000,2800000,dome new,0.157558
chr10,2800000,2900000,dome new,0.151595
chr10,2900000,3000000,dome new,-0.019269799999999997
chr10,3000000,3100000,non binding,-0.228877
chr10,3100000,3200000,dome new,-0.21488400000000002
chr10,3200000,3300000,non binding,-0.020265099999999998
chr10,3300000,3400000,non binding,0.0486574
chr10,3400000,3500000,non binding,-0.265113
chr10,3500000,3600000,non binding,-0.8355950000000001
chr10,3600000,3700000,non binding,-1.11685
chr10,3700000,3800000,1k-cell new,-1.20407
chr10,3800000,3900000,non binding,-1.46465
chr10,3900000,4000000,non binding,-1.6843299999999999
chr10,4000000,4100000,non binding,-1.52682
chr10,4100000,4200000,256-cell,-1.3653899999999999
chr10,4200000,4300000,dome new,-1.16711
chr10,4300000,4400000,non binding,-0.831933
chr10,4400000,4500000,non binding,-0.547601
chr10,4500000,4600000,non binding,-0.766351
chr10,4600000,4700000,dome new,-1.28582
chr10,4700000,4800000,dome new,-1.07029
chr10,4800000,4900000,dome new,-0.280231
chr10,4900000,5000000,non binding,0.399746
chr10,5000000,5100000,non binding,0.420509
chr10,5100000,5200000,1k-cell new,0.200546
chr10,5200000,5300000,dome new,0.301482
chr10,5300000,5400000,dome new,0.5519430000000001
chr10,5400000,5500000,1k-cell new,0.6657609999999999
chr10,5500000,5600000,non binding,0.629109
chr10,5600000,5700000,non binding,0.5088050000000001
chr10,5700000,5800000,non binding,0.0705967
chr10,5800000,5900000,dome new,-0.526854
chr10,5900000,6000000,non binding,-0.9027350000000001
chr10,6000000,6100000,256-cell,-1.10801
chr10,6100000,6200000,non binding,-1.20496
chr10,6200000,6300000,non binding,-0.8510620000000001
chr10,6300000,6400000,non binding,-0.21639299999999997
chr10,6400000,6500000,1k-cell new,-0.0589212
chr10,6500000,6600000,non binding,-0.237533
chr10,6600000,6700000,non binding,-0.381904
chr10,6700000,6800000,non binding,-0.209958
chr10,6800000,6900000,non binding,0.014090299999999998
chr10,6900000,7000000,non binding,0.0413935
chr10,7000000,7100000,non binding,-0.256321
chr10,7100000,7200000,non binding,-0.6327470000000001
chr10,7200000,7300000,dome new,-0.810875
chr10,7300000,7400000,dome new,-0.489262
chr10,7400000,7500000,dome new,0.0928786
chr10,7500000,7600000,dome new,0.683082
chr10,7600000,7700000,1k-cell new,1.00987
chr10,7700000,7800000,1k-cell new,0.88525
chr10,7800000,7900000,dome new,0.9164200000000001
chr10,7900000,8000000,dome new,1.22725
chr10,8000000,8100000,non binding,1.2532299999999998
chr10,8100000,8200000,dome new,1.06189
chr10,8200000,8300000,dome new,0.814529
chr10,8300000,8400000,dome new,0.43688999999999995
chr10,8400000,8500000,dome new,0.32314299999999996
chr10,8500000,8600000,dome new,0.387337
chr10,8600000,8700000,256-cell,0.512573
chr10,8700000,8800000,dome new,0.834967
chr10,8800000,8900000,non binding,1.14273
chr10,8900000,9000000,1k-cell new,1.14265
chr10,9000000,9100000,non binding,0.904584
chr10,9100000,9200000,dome new,1.03449
chr10,9200000,9300000,1k-cell new,1.4269
chr10,9300000,9400000,256-cell,1.7359900000000001
chr10,9400000,9500000,non binding,1.61317
chr10,9500000,9600000,dome new,1.03347
chr10,9600000,9700000,non binding,0.47527600000000003
chr10,9700000,9800000,dome new,0.475422
chr10,9800000,9900000,1k-cell new,0.07941319999999999
chr10,9900000,10000000,non binding,-0.18523399999999998
chr10,10000000,10100000,256-cell,-0.397422
chr10,10100000,10200000,dome new,-0.344369
chr10,10200000,10300000,dome new,0.0481048
chr10,10300000,10400000,1k-cell new,0.273248
chr10,10400000,10500000,non binding,-0.0352271
chr10,10500000,10600000,non binding,-0.587272
chr10,10600000,10700000,non binding,-0.732324
chr10,10700000,10800000,dome new,-0.28241
chr10,10800000,10900000,dome new,-0.147775
chr10,10900000,11000000,dome new,-0.12459500000000001
chr10,11000000,11100000,1k-cell new,-0.0341595
chr10,11100000,11200000,non binding,0.23066799999999998
chr10,11200000,11300000,1k-cell new,0.747166
chr10,11300000,11400000,non binding,0.8776649999999999
chr10,11400000,11500000,non binding,0.23290100000000002
chr10,11500000,11600000,non binding,-0.806272
chr10,11600000,11700000,non binding,-1.23593
chr10,11700000,11800000,non binding,-0.8722190000000001
chr10,11800000,11900000,non binding,-0.502528
chr10,11900000,12000000,non binding,-0.42197799999999996
chr10,12000000,12100000,256-cell,-0.22285100000000002
chr10,12100000,12200000,non binding,-0.43783
chr10,12200000,12300000,non binding,-1.11089
chr10,12300000,12400000,dome new,-1.5047700000000002
chr10,12400000,12500000,non binding,-1.13404
chr10,12500000,12600000,256-cell,-0.578972
chr10,12600000,12700000,dome new,-0.537296
chr10,12700000,12800000,non binding,-0.683846
chr10,12800000,12900000,non binding,-0.9976700000000001
chr10,12900000,13000000,non binding,-1.35785
chr10,13000000,13100000,non binding,-1.31403
chr10,13100000,13200000,non binding,-0.835324
chr10,13200000,13300000,non binding,-0.277196
chr10,13300000,13400000,1k-cell new,-0.22315300000000002
chr10,13400000,13500000,dome new,-0.667377
chr10,13500000,13600000,1k-cell new,-1.0719
chr10,13600000,13700000,non binding,-1.31148
chr10,13700000,13800000,dome new,-1.42842
chr10,13800000,13900000,non binding,-1.26786
chr10,13900000,14000000,non binding,-0.777467
chr10,14000000,14100000,dome new,-0.364557
chr10,14100000,14200000,non binding,-0.454905
chr10,14200000,14300000,256-cell,-0.803022
chr10,14300000,14400000,1k-cell new,-0.574721
chr10,14400000,14500000,1k-cell new,0.30094
chr10,14500000,14600000,256-cell,1.0808799999999998
chr10,14600000,14700000,non binding,1.15098
chr10,14700000,14800000,non binding,0.8635219999999999
chr10,14800000,14900000,dome new,0.8002729999999999
chr10,14900000,15000000,256-cell,1.08855
chr10,15000000,15100000,256-cell,1.42103
chr10,15100000,15200000,256-cell,1.38067
chr10,15200000,15300000,non binding,1.03985
chr10,15300000,15400000,non binding,0.956513
chr10,15400000,15500000,1k-cell new,1.18248
chr10,15500000,15600000,dome new,1.30793
chr10,15600000,15700000,non binding,1.26265
chr10,15700000,15800000,1k-cell new,0.759116
chr10,15800000,15900000,256-cell,0.199939
chr10,15900000,16000000,dome new,0.170071
chr10,16000000,16100000,1k-cell new,0.456242
chr10,16100000,16200000,non binding,0.572137
chr10,16200000,16300000,256-cell,0.545218
chr10,16300000,16400000,non binding,0.47916400000000003
chr10,16400000,16500000,dome new,0.347815
chr10,16500000,16600000,dome new,0.251999
chr10,16600000,16700000,dome new,-0.0860873
chr10,16700000,16800000,256-cell,-0.519316
chr10,16800000,16900000,256-cell,-0.447043
chr10,16900000,17000000,dome new,0.0725439
chr10,17000000,17100000,1k-cell new,0.629542
chr10,17100000,17200000,non binding,0.719612
chr10,17200000,17300000,dome new,0.660225
chr10,17300000,17400000,dome new,0.8107850000000001
chr10,17400000,17500000,256-cell,1.12079
chr10,17500000,17600000,256-cell,1.23034
chr10,17600000,17700000,dome new,0.936924
chr10,17700000,17800000,1k-cell new,0.753604
chr10,17800000,17900000,256-cell,0.794654
chr10,17900000,18000000,non binding,0.891883
chr10,18000000,18100000,non binding,1.04131
chr10,18100000,18200000,non binding,1.0578
chr10,18200000,18300000,dome new,0.7869520000000001
chr10,18300000,18400000,1k-cell new,0.365088
chr10,18400000,18500000,non binding,0.18640299999999999
chr10,18500000,18600000,non binding,0.172897
chr10,18600000,18700000,dome new,0.346002
chr10,18700000,18800000,1k-cell new,0.9489129999999999
chr10,18800000,18900000,dome new,1.4850299999999999
chr10,18900000,19000000,1k-cell new,1.42468
chr10,19000000,19100000,1k-cell new,0.944717
chr10,19100000,19200000,non binding,0.452115
chr10,19200000,19300000,256-cell,0.289081
chr10,19300000,19400000,non binding,0.32453699999999996
chr10,19400000,19500000,non binding,0.42226400000000003
chr10,19500000,19600000,non binding,0.243544
chr10,19600000,19700000,1k-cell new,-0.256367
chr10,19700000,19800000,non binding,-0.198928
chr10,19800000,19900000,non binding,0.417907
chr10,19900000,20000000,256-cell,0.9731129999999999
chr10,20000000,20100000,non binding,1.25829
chr10,20100000,20200000,dome new,1.58199
chr10,20200000,20300000,256-cell,1.7448299999999999
chr10,20300000,20400000,1k-cell new,1.6457700000000002
chr10,20400000,20500000,non binding,1.56555
chr10,20500000,20600000,dome new,1.4898799999999999
chr10,20600000,20700000,non binding,1.19736
chr10,20700000,20800000,1k-cell new,0.795854
chr10,20800000,20900000,1k-cell new,0.07667080000000001
chr10,20900000,21000000,256-cell,-0.344202
chr10,21000000,21100000,dome new,-0.32883
chr10,21100000,21200000,dome new,-0.467591
chr10,21200000,21300000,non binding,-0.459301
chr10,21300000,21400000,non binding,0.311893
chr10,21400000,21500000,1k-cell new,1.33746
chr10,21500000,21600000,non binding,2.01095
chr10,21600000,21700000,non binding,2.2709599999999996
chr10,21700000,21800000,non binding,2.14798
chr10,21800000,21900000,dome new,1.72112
chr10,21900000,22000000,non binding,1.54311
chr10,22000000,22100000,256-cell,1.59778
chr10,22100000,22200000,256-cell,1.1638600000000001
chr10,22200000,22300000,non binding,0.405974
chr10,22300000,22400000,non binding,0.25142
chr10,22400000,22500000,non binding,0.704715
chr10,22500000,22600000,dome new,0.9123190000000001
chr10,22600000,22700000,non binding,0.79378
chr10,22700000,22800000,1k-cell new,1.05493
chr10,22800000,22900000,256-cell,1.63761
chr10,22900000,23000000,1k-cell new,1.53873
chr10,23000000,23100000,non binding,0.946218
chr10,23100000,23200000,non binding,0.349882
chr10,23200000,23300000,non binding,-0.08979619999999999
chr10,23300000,23400000,dome new,-0.20594899999999997
chr10,23400000,23500000,256-cell,0.0635871
chr10,23500000,23600000,dome new,0.345543
chr10,23600000,23700000,256-cell,0.302032
chr10,23700000,23800000,dome new,-0.037559800000000004
chr10,23800000,23900000,dome new,0.00787117
chr10,23900000,24000000,dome new,0.7333270000000001
chr10,24000000,24100000,256-cell,1.47387
chr10,24100000,24200000,256-cell,1.61604
chr10,24200000,24300000,non binding,1.3314700000000002
chr10,24300000,24400000,non binding,1.24276
chr10,24400000,24500000,non binding,1.18336
chr10,24500000,24600000,non binding,0.990398
chr10,24600000,24700000,non binding,1.03291
chr10,24700000,24800000,dome new,1.1402700000000001
chr10,24800000,24900000,256-cell,1.0889
chr10,24900000,25000000,non binding,0.8732770000000001
chr10,25000000,25100000,1k-cell new,0.626618
chr10,25100000,25200000,1k-cell new,0.6471560000000001
chr10,25200000,25300000,256-cell,1.06552
chr10,25300000,25400000,dome new,1.25718
chr10,25400000,25500000,non binding,1.06446
chr10,25500000,25600000,256-cell,0.869916
chr10,25600000,25700000,dome new,0.6318590000000001
chr10,25700000,25800000,1k-cell new,0.75426
chr10,25800000,25900000,1k-cell new,1.20458
chr10,25900000,26000000,non binding,1.62347
chr10,26000000,26100000,non binding,1.50878
chr10,26100000,26200000,dome new,1.01193
chr10,26200000,26300000,non binding,0.755249
chr10,26300000,26400000,dome new,0.65289
chr10,26400000,26500000,dome new,0.60536
chr10,26500000,26600000,1k-cell new,0.631526
chr10,26600000,26700000,non binding,0.9860899999999999
chr10,26700000,26800000,1k-cell new,1.45593
chr10,26800000,26900000,256-cell,1.9124900000000002
chr10,26900000,27000000,256-cell,2.00367
chr10,27000000,27100000,non binding,1.39921
chr10,27100000,27200000,dome new,0.17769200000000002
chr10,27200000,27300000,256-cell,-0.798734
chr10,27300000,27400000,1k-cell new,-1.0218399999999999
chr10,27400000,27500000,dome new,-0.9282309999999999
chr10,27500000,27600000,1k-cell new,-0.9922629999999999
chr10,27600000,27700000,dome new,-1.02088
chr10,27700000,27800000,non binding,-0.83255
chr10,27800000,27900000,non binding,-0.495507
chr10,27900000,28000000,dome new,-0.181045
chr10,28000000,28100000,dome new,0.315564
chr10,28100000,28200000,256-cell,1.25778
chr10,28200000,28300000,dome new,1.9711900000000002
chr10,28300000,28400000,256-cell,2.15833
chr10,28400000,28500000,dome new,1.69777
chr10,28500000,28600000,1k-cell new,0.86282
chr10,28600000,28700000,1k-cell new,0.19459
chr10,28700000,28800000,256-cell,-0.19235
chr10,28800000,28900000,256-cell,-0.19861700000000002
chr10,28900000,29000000,dome new,0.148351
chr10,29000000,29100000,dome new,0.43662
chr10,29100000,29200000,1k-cell new,0.59215
chr10,29200000,29300000,256-cell,0.531692
chr10,29300000,29400000,dome new,-0.0624293
chr10,29400000,29500000,non binding,-0.668605
chr10,29500000,29600000,dome new,-0.627616
chr10,29600000,29700000,dome new,0.13948
chr10,29700000,29800000,256-cell,1.1821
chr10,29800000,29900000,1k-cell new,1.6942400000000002
chr10,29900000,30000000,256-cell,1.32236
chr10,30000000,30100000,1k-cell new,0.6382140000000001
chr10,30100000,30200000,1k-cell new,0.403778
chr10,30200000,30300000,dome new,0.38311799999999996
chr10,30300000,30400000,non binding,0.20770300000000003
chr10,30400000,30500000,non binding,-0.0252963
chr10,30500000,30600000,dome new,0.21965900000000002
chr10,30600000,30700000,dome new,0.566499
chr10,30700000,30800000,non binding,0.631374
chr10,30800000,30900000,1k-cell new,0.419876
chr10,30900000,31000000,non binding,-0.0374934
chr10,31000000,31100000,non binding,-0.471153
chr10,31100000,31200000,dome new,-0.721446
chr10,31200000,31300000,dome new,-0.5861729999999999
chr10,31300000,31400000,non binding,-0.422396
chr10,31400000,31500000,1k-cell new,-0.349123
chr10,31500000,31600000,1k-cell new,-0.209079
chr10,31600000,31700000,non binding,0.0814327
chr10,31700000,31800000,non binding,0.402706
chr10,31800000,31900000,1k-cell new,0.322069
chr10,31900000,32000000,non binding,0.283146
chr10,32000000,32100000,dome new,0.328335
chr10,32100000,32200000,dome new,0.0165628
chr10,32200000,32300000,256-cell,-0.369553
chr10,32300000,32400000,non binding,-0.123501
chr10,32400000,32500000,256-cell,0.651357
chr10,32500000,32600000,1k-cell new,1.00585
chr10,32600000,32700000,dome new,0.656566
chr10,32700000,32800000,256-cell,-0.0269498
chr10,32800000,32900000,1k-cell new,-0.35830700000000004
chr10,32900000,33000000,non binding,-0.7218
chr10,33000000,33100000,non binding,-1.07576
chr10,33100000,33200000,non binding,-0.851519
chr10,33200000,33300000,non binding,-0.20842399999999997
chr10,33300000,33400000,256-cell,0.435792
chr10,33400000,33500000,non binding,0.838261
chr10,33500000,33600000,256-cell,1.4137
chr10,33600000,33700000,256-cell,1.56304
chr10,33700000,33800000,non binding,1.42831
chr10,33800000,33900000,256-cell,1.13038
chr10,33900000,34000000,1k-cell new,0.8933540000000001
chr10,34000000,34100000,dome new,1.12884
chr10,34100000,34200000,non binding,1.28155
chr10,34200000,34300000,non binding,0.9233180000000001
chr10,34300000,34400000,non binding,0.297088
chr10,34400000,34500000,non binding,-0.0614117
chr10,34500000,34600000,1k-cell new,-0.431645
chr10,34600000,34700000,non binding,-0.548262
chr10,34700000,34800000,256-cell,-0.276859
chr10,34800000,34900000,non binding,0.34512800000000005
chr10,34900000,35000000,non binding,1.36525
chr10,35000000,35100000,non binding,2.03823
chr10,35100000,35200000,256-cell,1.34996
chr10,35200000,35300000,256-cell,0.346076
chr10,35300000,35400000,non binding,0.123324
chr10,35400000,35500000,non binding,0.66468
chr10,35500000,35600000,256-cell,1.08212
chr10,35600000,35700000,non binding,0.9143680000000001
chr10,35700000,35800000,256-cell,0.0911678
chr10,35800000,35900000,1k-cell new,-0.382875
chr10,35900000,36000000,1k-cell new,-0.0431734
chr10,36000000,36100000,256-cell,0.638044
chr10,36100000,36200000,non binding,1.04124
chr10,36200000,36300000,256-cell,0.917795
chr10,36300000,36400000,dome new,0.533333
chr10,36400000,36500000,dome new,0.381558
chr10,36500000,36600000,dome new,0.672678
chr10,36600000,36700000,dome new,1.21959
chr10,36700000,36800000,non binding,1.13373
chr10,36800000,36900000,dome new,0.46746800000000005
chr10,36900000,37000000,non binding,-0.228871
chr10,37000000,37100000,dome new,-0.5278729999999999
chr10,37100000,37200000,1k-cell new,-0.299274
chr10,37200000,37300000,non binding,0.321628
chr10,37300000,37400000,non binding,0.8594719999999999
chr10,37400000,37500000,1k-cell new,1.04956
chr10,37500000,37600000,dome new,0.605587
chr10,37600000,37700000,dome new,-0.179898
chr10,37700000,37800000,1k-cell new,-0.445201
chr10,37800000,37900000,non binding,-0.36635500000000004
chr10,37900000,38000000,dome new,-0.546608
chr10,38000000,38100000,dome new,-0.972325
chr10,38100000,38200000,dome new,-1.25025
chr10,38200000,38300000,non binding,-1.16108
chr10,38300000,38400000,dome new,-0.8747149999999999
chr10,38400000,38500000,256-cell,-0.39562800000000004
chr10,38500000,38600000,dome new,0.026672900000000003
chr10,38600000,38700000,non binding,0.00746731
chr10,38700000,38800000,1k-cell new,-0.44650500000000004
chr10,38800000,38900000,non binding,-0.977599
chr10,38900000,39000000,non binding,-0.871901
chr10,39000000,39100000,1k-cell new,-0.0179982
chr10,39100000,39200000,non binding,0.43360200000000004
chr10,39200000,39300000,256-cell,0.38756999999999997
